iter	Logloss
148	0.4310548635
149	0.4307406901
150	0.4304688122
151	0.4300992039
152	0.4298657796
153	0.4294986176
154	0.4291440009
155	0.4286959504
156	0.4281861341
157	0.4279021553
158	0.4274804574
159	0.427306357
160	0.4269158658
161	0.4268131535
162	0.4265674436
163	0.4262058767
164	0.4258438698
165	0.4255452188
166	0.4252480471
167	0.4249100571
168	0.4245617221
169	0.4242630587
170	0.4240439687
171	0.4237841088
172	0.4235663874
173	0.4231213501
174	0.4227788888
175	0.4224621005
176	0.4221377742
177	0.4217947361
178	0.421363976
179	0.4210591797
180	0.4208245958
181	0.4205789342
182	0.4202614329
183	0.4200004371
184	0.4196152962
185	0.4193808007
186	0.419104559
187	0.4188148266
188	0.4185197468
189	0.4183358375
190	0.4180858921
191	0.4178066597
192	0.4175903629
193	0.4174101261
194	0.4173081816
195	0.4169509601
196	0.4167039179
197	0.4164611336
198	0.4162548993
199	0.4159341207
200	0.41561644
201	0.4153865671
202	0.4150953377
203	0.4148669188
204	0.4146555518
205	0.4143121594
206	0.4141093854
207	0.4138543935
208	0.41371704
209	0.4134068271
210	0.4132074776
211	0.4128955889
212	0.4125959052
213	0.4123266782
214	0.4120385265
215	0.4118291791
216	0.4115885738
217	0.4113097178
218	0.4110034282
219	0.4108221014
220	0.4104128625
221	0.4101586952
222	0.4099950484
223	0.4098523927
224	0.409566363
225	0.4093043905
226	0.4090665485
227	0.4088058228
228	0.4085512479
229	0.4084575013
230	0.4081724986
231	0.4078216024
232	0.4076644097
233	0.4074500408
234	0.4072017827
235	0.4070419741
236	0.4068167759
237	0.406612418
238	0.4064171058
239	0.4062558328
240	0.4060593468
241	0.4058722811
242	0.4056688949
243	0.405355944
244	0.4052045994
245	0.4050015188
246	0.4048788583
247	0.4047309663
248	0.4045637603
249	0.4043239616
250	0.4041613514
251	0.4040315043
252	0.4038018013
253	0.4035104315
254	0.4032553815
255	0.4030415635
256	0.4026835338
257	0.4025646209
258	0.4024570959
259	0.40242986
260	0.4021027772
261	0.4018939872
262	0.4016873381
263	0.401426282
264	0.4010997526
265	0.4008797961
266	0.4006253055
267	0.4005024753
268	0.4003469186
269	0.4001942909
270	0.3999075218
271	0.399705574
272	0.3996087754
273	0.3994527425
274	0.3993393767
275	0.3990263098
276	0.3987469303
277	0.3985070373
278	0.3982444221
279	0.398018955
280	0.397669302
281	0.3974517581
282	0.397214402
283	0.3970533052
284	0.3968321187
285	0.3966104773
286	0.396291459
287	0.3960479565
288	0.3957942311
289	0.3954847289
290	0.3952948553
291	0.3950956137
292	0.3949566183
293	0.3947069918
294	0.3945046753
295	0.3943845444
296	0.3941951251
297	0.3939828412
298	0.3937177301
299	0.3934928326
300	0.3933440924
301	0.3931506034
302	0.3929623179
303	0.3928260336
304	0.3926321587
305	0.3923748963
306	0.392061158
307	0.3917699065
308	0.3914081855
309	0.3911462911
310	0.3909539398
311	0.3908017463
312	0.3905751354
313	0.3904416214
314	0.3901979041
315	0.3900603107
316	0.3899414904
317	0.3896589358
318	0.3894833304
319	0.3893107596
320	0.3890939675
321	0.3889845578
322	0.3887273096
323	0.3884782178
324	0.3882394253
325	0.3881330903
326	0.3879549793
327	0.3877896047
328	0.3876269453
329	0.3874605587
330	0.3871969539
331	0.3870248777
332	0.3867417179
333	0.3865529138
334	0.3863730931
335	0.386179585
336	0.3859709202
337	0.3858489914
338	0.3856650928
339	0.3854148967
340	0.3852281562
341	0.3850639985
342	0.3848692714
343	0.3846647189
344	0.3844861825
345	0.3843415399
346	0.3841800734
347	0.3840408017
348	0.3838888806
349	0.3837859438
350	0.3836358618
351	0.3834359359
352	0.3832178288
353	0.3830648329
354	0.3828994153
355	0.3827269512
356	0.3825680866
357	0.3823588275
358	0.3822104529
359	0.3820180912
360	0.3819126988
361	0.3818050535
362	0.3816339768
363	0.3814789324
364	0.3812824931
365	0.3810207816
366	0.3807629616
367	0.3805853463
368	0.3802776651
369	0.380114227
370	0.3800019275
371	0.3798591374
372	0.3797759084
373	0.3796507519
374	0.3794939695
375	0.3793686235
376	0.3792026506
377	0.3789796951
378	0.3787653354
379	0.3786265424
380	0.3785269591
381	0.3784176707
382	0.3781188046
383	0.3778899985
384	0.3777094803
385	0.3775401578
386	0.3773402804
387	0.3771121619
388	0.3768897742
389	0.3767115789
390	0.3765329957
391	0.3764467487
392	0.3761874084
393	0.3761440569
394	0.3759767628
395	0.3757887538
396	0.3755839459
397	0.3754685233
398	0.3751869267
399	0.3750176167
400	0.3747748271
401	0.3745810477
402	0.3743652089
403	0.3740909471
404	0.373913763
405	0.3736174838
406	0.3733812507
407	0.3732066048
408	0.3730120298
409	0.3728746776
410	0.3726486544
411	0.3724738964
412	0.3723122757
413	0.3721810218
414	0.3719874037
415	0.3717301761
416	0.3715379782
417	0.3713530437
418	0.3710937201
419	0.3709279474
420	0.3707001366
421	0.3704330575
422	0.3702269894
423	0.3700407908
424	0.3698164168
425	0.3696533117
426	0.3695097248
427	0.3693611153
428	0.3692332507
429	0.3689656868
430	0.368789313
431	0.368488928
432	0.368299452
433	0.3680119892
434	0.3678182615
435	0.3676182785
436	0.3674729216
437	0.3671291778
438	0.3668412772
439	0.3665286394
440	0.3663988039
441	0.3660114426
442	0.3658679471
443	0.3657806425
444	0.3656389376
445	0.3654349615
446	0.3653359209
447	0.3651318846
448	0.3649185764
449	0.364770758
450	0.3646557199
451	0.3644488965
452	0.3643711186
453	0.3642410094
454	0.3640016369
455	0.3637429532
456	0.3633866632
457	0.3632208692
458	0.3629442675
459	0.3627077305
460	0.3625635743
461	0.3623824323
462	0.3622534005
463	0.3620010423
464	0.3618344669
465	0.3617088441
466	0.361587458
467	0.3612972464
468	0.3611013894
469	0.360957354
470	0.3606971005
471	0.3605651622
472	0.3603343847
473	0.3601724955
474	0.3600570159
475	0.3599188049
476	0.3596376962
477	0.3595480977
478	0.3593400955
479	0.3591348838
480	0.3589880539
481	0.3588476734
482	0.3587407096
483	0.3586111835
484	0.3584428426
485	0.3582524474
486	0.3581422779
487	0.3579424121
488	0.357771706
489	0.3575158164
490	0.3573927524
491	0.3572045112
492	0.3569887973
493	0.3568706742
494	0.3565853769
495	0.3562991053
496	0.3561805023
497	0.3560186644
498	0.3558712532
499	0.3556406097
500	0.355428802
501	0.3552307238
502	0.3550188217
503	0.3547229081
504	0.3545247105
505	0.3543314848
506	0.3541464033
507	0.354012106
508	0.3538509775
509	0.353582388
510	0.3534517962
511	0.3532850585
512	0.3531865808
513	0.3529523482
514	0.3525513102
515	0.3522838588
516	0.3520045633
517	0.3517737068
518	0.3516558174
519	0.3513414344
520	0.3511452216
521	0.3509314924
522	0.350663803
523	0.3505346117
524	0.3503139036
525	0.3501367079
526	0.3498885671
527	0.3496872268
528	0.3495528622
529	0.3493955382
530	0.3492310841
531	0.3490122537
532	0.3487925409
533	0.3486761989
534	0.3485784091
535	0.3483941962
536	0.3481804479
537	0.3479739997
538	0.3477861752
539	0.3476350784
540	0.3475037579
541	0.3472126903
542	0.3470132271
543	0.3468025834
544	0.3465514449
545	0.3463056377
546	0.3460874637
547	0.3459238936
548	0.3457318568
549	0.3456487237
550	0.3454229168
551	0.3452374872
552	0.3451433384
553	0.3450083616
554	0.344829678
555	0.3446736967
556	0.3444699244
557	0.3442758353
558	0.3440066299
559	0.3438146536
560	0.3436743171
561	0.3434625942
562	0.3433240605
563	0.3431753959
564	0.3429568041
565	0.3427375564
566	0.342446651
567	0.342161821
568	0.3419199885
569	0.3416914725
570	0.3414116185
571	0.3412669659
572	0.3411024643
573	0.3409481856
574	0.3406737513
575	0.3405163083
576	0.3403667967
577	0.3401799038
578	0.3401152951
579	0.3399409739
580	0.3397826786
581	0.3396735648
582	0.3395604645
583	0.3394127391
584	0.3392493924
585	0.3391336229
586	0.3389172471
587	0.3387428052
588	0.3385795958
589	0.3383316422
590	0.338049569
591	0.3378357217
592	0.3377113625
593	0.3375735305
594	0.3374460436
595	0.3372754329
596	0.3370522971
597	0.3369488283
598	0.3368112029
599	0.3366936131
600	0.3365846158
601	0.3364250918
602	0.33621998
603	0.3360626345
604	0.3358809206
605	0.3357063764
606	0.3356114629
607	0.335277694
608	0.3351340318
609	0.3349792529
610	0.3348773113
611	0.3348020823
612	0.334706701
613	0.3345439848
614	0.3343481663
615	0.3341467918
616	0.3339531486
617	0.3338880691
618	0.3336952697
619	0.3335609983
620	0.3334402479
621	0.3332815525
622	0.3330606263
623	0.3328696388
624	0.3326855651
625	0.3324666028
626	0.3321732293
627	0.3320351624
628	0.3318260228
629	0.3316725678
630	0.3314731254
631	0.3312299938
632	0.3310201806
633	0.3308708951
634	0.3306330249
635	0.3304682903
636	0.3303110386
637	0.3301758658
638	0.3299700465
639	0.3298714987
640	0.3296571339
641	0.3295842896
642	0.3294020204
643	0.3292308017
644	0.3290029071
645	0.3288575676
646	0.3285073708
647	0.3283002969
648	0.3281843847
649	0.3280508519
650	0.3279213202
651	0.327814659
652	0.3276277741
653	0.3274777144
654	0.3273077521
655	0.3271748242
656	0.3270924421
657	0.3269435986
658	0.3267788817
659	0.3266328252
660	0.3265483445
661	0.3264420196
662	0.3263502378
663	0.3262451844
664	0.3260959546
665	0.3258899283
666	0.3257658536
667	0.3255347763
668	0.3253806089
669	0.3251476656
670	0.3250145795
671	0.3248185988
672	0.3246780958
673	0.3245033366
674	0.324301068
675	0.3241032817
676	0.3238780854
677	0.323661268
678	0.3234802837
679	0.3233315369
680	0.3230755516
681	0.3229601194
682	0.3228545803
683	0.3226247384
684	0.3224141005
685	0.3222433943
686	0.3221491914
687	0.3219894119
688	0.3218259101
689	0.3215856866
690	0.3213907127
691	0.3212246867
692	0.3211548217
693	0.3209322701
694	0.3207637156
695	0.3207122741
696	0.3206367399
697	0.3205599342
698	0.3204669151
699	0.3203384236
700	0.3201283357
701	0.319840895
702	0.3196906964
703	0.3195622075
704	0.3194546096
705	0.3192419516
706	0.3191020607
707	0.3187194411
708	0.3185630876
709	0.3183830353
710	0.3182742504
711	0.3181671159
712	0.3179544473
713	0.3178348921
714	0.3177607969
715	0.3176307198
716	0.317452453
717	0.3173322188
718	0.3172088953
719	0.3170438437
720	0.3168960785
721	0.3168006039
722	0.3166647462
723	0.3165154691
724	0.3162731206
725	0.3161259746
726	0.3160135292
727	0.3158162991
728	0.315678832
729	0.3155835449
730	0.3154922427
731	0.3152839427
732	0.3151505942
733	0.3150297201
734	0.3149180799
735	0.3147467716
736	0.3144869635
737	0.3142780288
738	0.3140932597
739	0.3139966945
740	0.3139149049
741	0.3137610017
742	0.3136147411
743	0.3134615717
744	0.3133319697
745	0.3131995179
746	0.3130717356
747	0.3129623591
748	0.3127868147
749	0.3126964332
750	0.3124319986
751	0.3122539785
752	0.3121265442
753	0.3119650409
754	0.3117358195
755	0.3115182514
756	0.3112971556
757	0.3111740177
758	0.3109718264
759	0.3108099791
760	0.3107349624
761	0.3105357221
762	0.3104324148
763	0.3102329258
764	0.3101221074
765	0.3100251424
766	0.3098978623
767	0.30977641
768	0.309597426
769	0.3094723452
770	0.3093201135
771	0.3090780309
772	0.3089036049
773	0.3087646194
774	0.308646301
775	0.3084439537
776	0.3083011941
777	0.308137349
778	0.3079840355
779	0.30786713
780	0.3077541436
781	0.3074723606
782	0.3073849215
783	0.3072688833
784	0.3071259162
785	0.3069714316
786	0.3069028834
787	0.3067780466
788	0.3065333231
789	0.3063626655
790	0.3062707293
791	0.3061261701
792	0.3059931201
793	0.305805748
794	0.305678735
795	0.3055727224
796	0.305337325
797	0.3052252357
798	0.3051318851
799	0.3050171051
800	0.3048264102
801	0.3047071616
802	0.3044429353
803	0.3043623492
804	0.3042025508
805	0.3039662402
806	0.3038369727
807	0.3036989839
808	0.303550275
809	0.3034628665
810	0.3033369297
811	0.3032147164
812	0.3030775893
813	0.3028739511
814	0.3027865791
815	0.3026474341
816	0.3025269463
817	0.3023517063
818	0.3021859569
819	0.3020960915
820	0.3019830355
821	0.3018636941
822	0.3017045603
823	0.3015815555
824	0.3014334928
825	0.3012102401
826	0.3010272144
827	0.3008844241
828	0.3006903649
829	0.3006101803
830	0.300475882
831	0.3003497421
832	0.3002517856
833	0.3000508443
834	0.2999258273
835	0.2997516826
836	0.2996262959
837	0.2995748282
838	0.2994566999
839	0.2993220744
840	0.2992406363
841	0.2990508396
842	0.2989401876
843	0.2988028468
844	0.2986765746
845	0.2984146149
846	0.2983114934
847	0.2981443352
848	0.2980045875
849	0.2979299721
850	0.2978132626
851	0.2977074954
852	0.2974763999
853	0.2973808296
854	0.2972699462
855	0.2970906962
856	0.2969287208
857	0.2967011971
858	0.2965460666
859	0.2963321195
860	0.2962213537
861	0.296110802
862	0.2959327009
863	0.2957526902
864	0.2956128285
865	0.2955284613
866	0.295375723
867	0.295277697
868	0.2951015454
869	0.2949593112
870	0.2947937271
871	0.2946986067
872	0.2945586314
873	0.2943349141
874	0.2942630725
875	0.2941485089
876	0.2940911642
877	0.2940057091
878	0.2937926103
879	0.2936447064
880	0.2935438901
881	0.2934715887
882	0.293376296
883	0.2932648428
884	0.2931389971
885	0.2930122766
886	0.2928790833
887	0.2927762214
888	0.2926840759
889	0.292545297
890	0.2923253052
891	0.2921375615
892	0.2919674715
893	0.2917990718
894	0.2916551764
895	0.2915107152
896	0.2912707819
897	0.2911790802
898	0.2910556343
899	0.2908925886
900	0.2907364196
901	0.2906400014
902	0.2904253353
903	0.2903212408
904	0.2902163774
905	0.2900940255
906	0.2899424732
907	0.2899081862
908	0.2897412095
909	0.2895932054
910	0.2894654889
911	0.2893788163
912	0.2892981068
913	0.2891564711
914	0.2888653102
915	0.2886969149
916	0.2884984315
917	0.2883458481
918	0.2882184232
919	0.2881199256
920	0.2880815502
921	0.2879339793
922	0.2878271739
923	0.2875342041
924	0.2874318602
925	0.2873093898
926	0.2871824035
927	0.2870566354
928	0.2869710706
929	0.2868756891
930	0.286717677
931	0.2866323645
932	0.2865106905
933	0.2864126676
934	0.2862329254
935	0.2861275214
936	0.2859939951
937	0.2858230717
938	0.2857271214
939	0.2856010993
940	0.2855371486
941	0.2854069357
942	0.2852459072
943	0.2850837782
944	0.2849724478
945	0.2848684589
946	0.2846821638
947	0.2845388347
948	0.2844503541
949	0.284340167
950	0.2841051526
951	0.2839618625
952	0.2838522888
953	0.2836254436
954	0.2835170851
955	0.2833639883
956	0.2832640776
957	0.2831773314
958	0.2830014334
959	0.2829236114
960	0.2827207624
961	0.2824689146
962	0.2823402165
963	0.282195664
964	0.2820758117
965	0.2819878502
966	0.2818982764
967	0.2817572216
968	0.2816172893
969	0.2815252102
970	0.2814910894
971	0.2813199196
972	0.2812237776
973	0.2811034826
974	0.2809117452
975	0.2807068265
976	0.2805753131
977	0.2803945011
978	0.2802253507
979	0.280075699
980	0.2799878797
981	0.2798920198
982	0.2798189617
983	0.2796562904
984	0.2794891929
985	0.2794032979
986	0.2792765289
987	0.2791636423
988	0.278999772
989	0.2788552076
990	0.2787797186
991	0.2787027656
992	0.2785151619
993	0.2783788753
994	0.2783205876
995	0.2782140238
996	0.2780810838
997	0.2779490243
998	0.27784644
999	0.2777292795
